orthogroup	subset	gene	description	1021	WSM419	USDA1106	descriptions
OG0003616	OG0003616.0		hypothetic al protein	1021_SM_b20998	WSM419_Smed_4511		hypothetical protein; polysaccharide deacetylase; conserved exported protein of unknown function
OG0003617	OG0003617.0		hypothetical protein	1021_SM_b20898	WSM419_Smed_4470		hypothetical protein; DUF3329 domain-containing protein
OG0003618	OG0003618.6	ocd,ocd1	ornithine cyclodeaminase	1021_SM_b21494			ornithine cyclodeaminase; hypothetical protein
OG0003619	OG0003619.2		glycosyl t ransferase				tetratricopeptide repeat protein; hypothetical protein; transferase; glycosyl transferase
OG0003620	OG0003620.0	pfpI	type 1 glutamine amidotransferase				protease; proteinase; type 1 glutamine amidotransferase
OG0003621	OG0003621.0		hypothetical protein				hypothetical protein
OG0003622	OG0003622.37		carbohydrate ABC transporter permease				carbohydrate ABC transporter permease
OG0003622	OG0003622.7		carbohydrate ABC transporter permease				carbohydrate ABC transporter permease
OG0003622	OG0003622.40		carbohydrate ABC transporter permease				carbohydrate ABC transporter permease; sugar ABC transporter permease
OG0003623	OG0003623.8		uracil DNA g lycosylase				uracil-DNA glycosylase-like protein; uracil-DNA glycosylase; Putative Uracil-DNA glycosylase; hypothetical protein; DNA polymerase; DUF4130 domain-containing protein
OG0003624	OG0003624.1		DUF1656 domain containing protein				hypothetical protein; DUF1656 domain-containing protein
OG0003625	OG0003625.28		ABC transporter permease				ABC transporter permease
OG0003626	OG0003626.0		fumarate hydratase				fumarate hydratase class I; fumarate hydratase
OG0003627	OG0003627.17	poxB	ubiquinone dependent pyruvate dehydrogenase				pyruvate dehydrogenase; ubiquinone-dependent pyruvate dehydrogenase
OG0003627	OG0003627.46		ubiquinone-dependent pyruvate dehydrogenase				ubiquinone-dependent pyruvate dehydrogenase
OG0003628	OG0003628.6		LysR family transcriptional regulator				transcriptional regulator; LysR family transcriptional regulator
OG0003629	OG0003629.0		DNA binding protein				hypothetical protein; DNA-binding protein
OG0003630	OG0003630.6		GNAT family N acetylt ransferase				hypothetical protein; GNAT family N-acetyltransferase
OG0003631	OG0003631.7		ca i transpo		WSM419_Smed_1214		ChaC family protein; cation transport protein, ChaC related; gamma-glutamylcyclotransferase; cation transporter; calcium transporter ChaC
OG0003631	OG0003631.4		cation transporter				cation transporter
OG0003632	OG0003632.26		3 alpha,7 alpha,12 alpha trihydroxy 5 beta cholest 24 enoyl CoA hydr atase				dehydrogenase; MaoC family dehydratase; 3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase
OG0003632	OG0003632.9		hypothetical protein				hypothetical protein
OG0003633	OG0003633.0	hupT	HU family DNA binding protein				histone family DNA-binding protein; HU family DNA-binding protein; HNS-type DNA binding protein; DNA-binding protein
OG0003634	OG0003634.44		DUF4082 domain containing protein				Mo-co oxidoreductase dimerization domain protein; DUF4082 domain-containing protein
OG0003634	OG0003634.8		DUF4082 domain containing protein				hypothetical protein; adhesin; DUF4082 domain-containing protein
OG0003635	OG0003635.0		GbsR/MarR family transcriptional regulator				HTH domain-containing protein; transcriptional regulator; GbsR/MarR family transcriptional regulator
OG0003636	OG0003636.4		LuxR family transcriptional regulator				transcriptional regulator; LuxR family transcriptional regulator; PAS domain-containing protein; helix-turn-helix transcriptional regulator
OG0003637	OG0003637.1		ABC transporter permease				aliphatic sulfonate ABC transporter substrate-binding protein; myristoyl transferase; ABC transporter substrate-binding protein; ABC transporter permease; taurine ABC transporter substrate-binding protein; hypothetical protein
OG0003638	OG0003638.22		alpha/beta hydrolase				hypothetical protein; alpha/beta hydrolase
OG0003638	OG0003638.5		al b drotaie				hypothetical protein; alpha/beta hydrolase
OG0003639	OG0003639.0		DUF3775 domain containing protein				hypothetical protein; DUF3775 domain-containing protein
OG0003640	OG0003640.9	bam	amidase				amidase
OG0003640	OG0003640.42		amidase				amidase
OG0003641	OG0003641.0		ArsR family transcriptional regulator				transcriptional regulator; GntR family transcriptional regulator; ArsR family transcriptional regulator
OG0003642	OG0003642.0	mdlC	benzoylformate decarboxylase				benzoylformate decarboxylase
OG0003643	OG0003643.2	cobZ	tricarballylate dehydrogenase				FAD-dependent tricarballylate dehydrogenase TcuA; tricarballylate dehydrogenase
OG0003643	OG0003643.58		FAD-dependent tricarballylate dehydrogenase TcuA				FAD-dependent tricarballylate dehydrogenase TcuA
OG0003644	OG0003644.0		sensor histidine kinase				HAMP domain-containing histidine kinase; sensor histidine kinase; histidine kinase; PAS domain S-box protein; ATP-binding protein
OG0003645	OG0003645.1		DUF938 domain containing protein				DUF938 domain-containing protein; hypothetical protein
OG0003646	OG0003646.25	pabA	type 1 glutamine amidotransferase				type 1 glutamine amidotransferase; para-aminobenzoate synthase glutamine amidotransferase component II
OG0003647	OG0003647.3		hypothetica l protein				hypothetical protein; membrane protein
OG0003648	OG0003648.0		feruloyl CoA synthase				feruloyl-CoA synthase
OG0003649	OG0003649.42		acyl CoA dehydrogenase				acyl-CoA dehydrogenase
OG0003649	OG0003649.6		acyl CoA dehydrogenase				acyl-CoA dehydrogenase
OG0003650	OG0003650.6		hypothetical protein				hypothetical protein
OG0003651	OG0003651.50		hypothetical protein				hypothetical protein
OG0003651	OG0003651.3		DUF2783 domain containing protein				hypothetical protein; DUF2783 domain-containing protein
OG0003652	OG0003652.0		SIS domain containing protein				phosphoheptose isomerase; SIS domain-containing protein
OG0003653	OG0003653.0		amidohy drolase				amidohydrolase; hypothetical protein; hydrolase
OG0003654	OG0003654.1		FAD de pendent monooxygenase				hypothetical protein; 2-polyprenyl-6-methoxyphenol hydroxylase; FAD-dependent monooxygenase
OG0003655	OG0003655.2		RNA polymerase sigma				RNA polymerase sigma subunit; RNA polymerase subunit sigma-70; DNA-directed RNA polymerase sigma-70 factor; RNA polymerase sigma70; sigma-70 family RNA polymerase sigma factor; RNA polymerase sigma factor
OG0003656	OG0003656.0		glucose de hydrogen as				sorbose dehydrogenase; hypothetical protein; glucose-methanol-choline oxidoreductase; glucose dehydrogenase; FAD-dependent oxidoreductase
OG0003657	OG0003657.0	hupL	nickel dependent hydrogenase large subunit				nickel-dependent hydrogenase large subunit; uptake hydrogenase large subunit; uptake hydrogenase large subunit-like protein
OG0003658	OG0003658.26		major facilitator superfamily transporter				major facilitator superfamily transporter
OG0003659	OG0003659.0		transposase for insertion sequence NGRIS-13				transposase for insertion sequence NGRIS-13i; transposase for insertion sequence NGRIS-13c; transposase for insertion sequence NGRIS-13f; transposase for insertion sequence NGRIS-13d; transposase for insertion sequence NGRIS-13b; transpose for insertion sequence NGRIS-13a; transposase for insertion sequence NGRIS-13h; transposase; IS110 family transposase; transposase for insertion sequence NGRIS-13j; transposase for insertion sequence NGRIS-13g
OG0003660	OG0003660.2		tannase/feruloyl esterase family alpha/beta hydrolase				tannase/feruloyl esterase family alpha/beta hydrolase; hypothetical protein
OG0003661	OG0003661.0	kynU	kynurenin ase				kynureninase; kyurenine hydrolase
OG0003662	OG0003662.6		nitroreductase	1021_SMc02781	WSM419_Smed_3221		NADH dehydrogenase/NAD(P)H nitroreductase; nitroreductase-like protein; malonic semialdehyde reductase; nitroreductase family protein; NAD(P)H-flavin oxidoreductase; oxidoreductase; nitroreductase
OG0003663	OG0003663.2		carbohydrat e ABC transport er permease	1021_SMc04137	WSM419_Smed_3327		ABC transporter permease; carbohydrate ABC transporter permease; sugar ABC transporter permease; binding-protein-dependent transport system inner membrane protein
OG0003664	OG0003664.0		isocitrate lyase/phosphoenolpyruvate mutase family protein	1021_SMc01727	WSM419_Smed_0074		hypothetical protein; isocitrate lyase/phosphoenolpyruvate mutase family protein; carboxyvinyl-carboxyphosphonate phosphorylmutase
OG0003665	OG0003665.0	pstC	phosphate ABC transport er permease subunit PstC	1021_SMc02144,1021_SMc02145	WSM419_Smed_0120		phosphate ABC transporter permease; signal peptide protein; phosphate ABC transporter permease subunit PstC
OG0003666	OG0003666.1		MFS transporter	1021_SMc00807	WSM419_Smed_5608		major facilitator transporter; MFS transporter; transport transmembrane protein
OG0003667	OG0003667.0		LysR family transcriptional regulator	1021_SMc00820	WSM419_Smed_0384		transcriptional regulator; LysR family transcriptional regulator
OG0003668	OG0003668.0		DUF1217 domain containing protein	1021_SMc00986	WSM419_Smed_0479		hypothetical protein; DUF1217 domain-containing protein; flagellar protein; flagella associated protein
OG0003669	OG0003669.6		glycosyl transferase	1021_SMc02384	WSM419_Smed_0656		glycosyl transferase; glycosyltransferase; glycosyl transferase family protein; glycosyltransferase transmembrane protein
OG0003670	OG0003670.16		MOSC domain containing protein	1021_SMc02631	WSM419_Smed_0697		hypothetical protein; MOSC domain-containing protein; iron-sulfur protein
OG0003671	OG0003671.2		MFS transporter	1021_SMc02603	WSM419_Smed_0698		MFS transporter; MFS permease; major facilitator superfamily transporter; transport transmembrane protein
OG0003672	OG0003672.0		hypothetical protein	1021_SMc00596	WSM419_Smed_0776		hypothetical protein
OG0003673	OG0003673.0	cyaB	adenylate/guanylate cyclase domain containing protein	1021_SMc00621	WSM419_Smed_0798		adenylate cyclase; adenylate/guanylate cyclase domain-containing protein; putative adenylate/guanylate cyclase; adenylate cyclase 2
OG0003674	OG0003674.0		hypothetica l protein	1021_SMc01356	WSM419_Smed_0940		hypothetical protein; transmembrane protein
OG0003675	OG0003675.0		3' kinase	1021_SMc01228	WSM419_Smed_1244		aminoglycoside/hydroxyurea antibiotic resistance kinase; 3'-kinase; antibiotic resistance (kinase) protein; streptomycin phosphotransferase streptomycin-resistance; hypothetical protein; streptomycin resistance protein; streptomycin 3''-kinase (streptomycin 3''-phosphotransferase) (SPH); Streptomycin resistance protein
OG0003676	OG0003676.0		N ace tyltransferase	1021_SMc01171	WSM419_Smed_1366		N-acetyltransferase; hypothetical protein; N-acetyltransferase GCN5; acetyltransferase; thiosulfate sulfurtransferase; GNAT family N-acetyltransferase
OG0003677	OG0003677.0		DUF1203 domain containing protein	1021_SMc01170	WSM419_Smed_1367		hypothetical protein; DUF1203 domain-containing protein
OG0003678	OG0003678.2		hypothetical protein	1021_SMc04229	WSM419_Smed_1615		hypothetical protein
OG0003679	OG0003679.0		membran e protein	1021_SMc04230	WSM419_Smed_1616		transmembrane signal peptide protein; hypothetical protein; membrane protein
OG0003680	OG0003680.0		CoA bind ing protein	1021_SMc01640	WSM419_Smed_2176		CoA-binding protein; CoA-binding domain-containing protein; acyl-CoA synthetase; acyl-COA synthetase; hypothetical protein; acyl-CoA synthetase protein
OG0003681	OG0003681.0		ACT domain containing protein	1021_SMc01649			hypothetical protein; ACT domain-containing protein
OG0003682	OG0003682.2	cya4	pe t pr otein	1021_SMc01543	WSM419_Smed_2213		adenylate cyclase Cya3; tetratricopeptide repeats-containing protein; DNA-binding protein; hypothetical protein; SARP family transcriptional regulator; peptide antibiotic resistance protein; adenylate cyclase; membrane protein
OG0003683	OG0003683.0		DUF1059 domain containing protein	1021_SMc02699	WSM419_Smed_2271		hypothetical protein; DUF1059 domain-containing protein
OG0003684	OG0003684.4		extensin	1021_SMc02727	WSM419_Smed_2297		hypothetical protein; extensin family protein; extensin; extensin-like protein; conserved exported protein of unknown function
OG0003685	OG0003685.2	tdk	thymidine kinase	1021_SMc02736			thymidine kinase
OG0003686	OG0003686.4		peroxiredoxin	1021_SMc01834	WSM419_Smed_2381		hypothetical protein; peroxiredoxin y4vD-like protein; peroxiredoxin
OG0003687	OG0003687.0		FadR family transcriptional regulator	1021_SMc01975	WSM419_Smed_2418		transcriptional regulator; FadR family transcriptional regulator; GntR family transcriptional regulator
OG0003688	OG0003688.2		sugar ABC transport er permease	1021_SMc01978	WSM419_Smed_2421		ABC transporter permease; sugar ABC transporter permease; sugar transport system permease ABC transporter protein; binding-protein-dependent transport system inner membrane protein
OG0003689	OG0003689.1	hutH2	histidine ammonia lyase	1021_SMc00669	WSM419_Smed_2586		histidine ammonia-lyase; phenylalanine/histidine ammonia-lyase
OG0003690	OG0003690.16	metA	homoserine O succinyltransferase	1021_SMc03797	WSM419_Smed_3030		homoserine O-succinyltransferase
OG0003691	OG0003691.0		amino acid ABC transporter permease	1021_SMc03865	WSM419_Smed_3103		polar amino acid ABC transporter inner membrane subunit; amino-acid transport system permease ABC transporter protein; amino acid ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine; amino acid ABC transporter permease
OG0003692	OG0003692.4		enoyl CoA hydratase/isomerase family protein	1021_SMa1408,1021_SMc04398	WSM419_Smed_3172		dehydratase; enoyl-CoA hydratase/isomerase; enoyl-CoA hydratase/isomerase family protein; enoyl-CoA hydratase
OG0003693	OG0003693.0		DUF4112 domain containing protein	1021_SMa5023			hypothetical protein; DUF4112 domain-containing protein
OG0003694	OG0003694.2	pyrC	dihydroorotase	1021_SMa0552			dihydroorotase; allantoinase AllB; cyclic amidohydrolase
OG0003695	OG0003695.0	napC	cytochrome	1021_SMa0659,1021_SMa1232	WSM419_Smed_5182		Periplasmic nitrate reductase, four-heme c-type cytochrome (NapC/NirT); NapC membrane protein, e-donor to periplasmic nitrate reductase; cytochrome c; NapC membrane-bound tetraheme cytochrome c subunit; cytochrome c binding protein, carboxyl terminus; cytochrome C; NapC/NirT family periplasmic nitrate (or nitrite) reductase c-type cytochrome; nitrate reductase; cytochrome C-type protein
OG0003696	OG0003696.0		hypothetical protein	1021_SMa0699	WSM419_Smed_5205		hypothetical protein; signal-transduction protein with CBS domains
OG0003697	OG0003697.0		DNA po lymerase Y family protein	1021_SMa0890			hypothetical protein; DNA polymerase Y family protein
OG0003698	OG0003698.0		hypothetical protein	1021_SMa0903			hypothetical protein; DUF932 domain-containing protein
